gene	status	length_ours	length_reference	length_difference	first_difference_1_based	orf_end_1_based	first_difference_is_right_after_orf	triplet_at_difference_in_ours	triplet_is_stop_codon
ENSG00000143450	extra_triplet_right_after_orf	890	887	3	773	772	True	TGA	True
ENSG00000143457	extra_triplet_right_after_orf	2999	2996	3	901	900	True	TAA	True
ENSG00000143458	extra_triplet_right_after_orf	8964	8961	3	1678	1675	True	TAA	True
ENSG00000143476	extra_triplet_right_after_orf	4573	4570	3	2505	2504	True	TAG	True
ENSG00000143479	extra_triplet_right_after_orf	2163	2160	3	1934	1932	True	TAG	True
ENSG00000143486	extra_triplet_right_after_orf	2005	2002	3	1870	1869	True	TGA	True
ENSG00000143493	extra_triplet_right_after_orf	4417	4414	3	2992	2991	True	TAA	True
ENSG00000143494	extra_triplet_right_after_orf	3572	3569	3	1244	1243	True	TAG	True
ENSG00000143498	extra_triplet_right_after_orf	1966	1963	3	1561	1559	True	TGA	True
ENSG00000143499	extra_triplet_right_after_orf	1671	1668	3	1322	1321	True	TGA	True
ENSG00000143507	extra_triplet_right_after_orf	2676	2673	3	1686	1685	True	TGA	True
ENSG00000143512	extra_triplet_right_after_orf	2575	2572	3	2232	2231	True	TGA	True
ENSG00000143514	extra_triplet_right_after_orf	4651	4648	3	3695	3694	True	TGA	True
ENSG00000143536	extra_triplet_right_after_orf	1902	1899	3	1549	1548	True	TGA	True
ENSG00000143537	extra_triplet_right_after_orf	2949	2946	3	2691	2690	True	TGA	True
ENSG00000143543	extra_triplet_right_after_orf	1287	1284	3	875	874	True	TAG	True
ENSG00000143545	extra_triplet_right_after_orf	1176	1173	3	726	725	True	TGA	True
ENSG00000143549	extra_triplet_right_after_orf	1219	1216	3	896	895	True	TAG	True
ENSG00000143553	extra_triplet_right_after_orf	1030	1027	3	499	498	True	TAA	True
ENSG00000143554	extra_triplet_right_after_orf	3351	3348	3	3194	3193	True	TGA	True
ENSG00000143569	extra_triplet_right_after_orf	3864	3861	3	3304	3303	True	TGA	True
ENSG00000143570	extra_triplet_right_after_orf	2322	2319	3	1321	1320	True	TAG	True
ENSG00000143575	extra_triplet_right_after_orf	1151	1148	3	977	976	True	TAG	True
ENSG00000143578	extra_triplet_right_after_orf	1752	1749	3	1452	1451	True	TGA	True
ENSG00000143590	extra_triplet_right_after_orf	1782	1779	3	785	784	True	TAG	True
ENSG00000143612	extra_triplet_right_after_orf	1708	1705	3	959	958	True	TGA	True
ENSG00000143614	extra_triplet_right_after_orf	7478	7475	3	2024	2023	True	TAA	True
ENSG00000143621	extra_triplet_right_after_orf	1659	1656	3	1297	1296	True	TGA	True
ENSG00000143622	extra_triplet_right_after_orf	855	852	3	739	738	True	TGA	True
ENSG00000143624	extra_triplet_right_after_orf	5235	5232	3	3695	3694	True	TGA	True
ENSG00000143627	extra_triplet_right_after_orf	2083	2080	3	1762	1761	True	TGA	True
ENSG00000143632	extra_triplet_right_after_orf	1491	1488	3	1235	1234	True	TAG	True
ENSG00000143633	extra_triplet_right_after_orf	1424	1421	3	906	905	True	TGA	True
ENSG00000143641	extra_triplet_right_after_orf	4454	4451	3	1786	1785	True	TAG	True
ENSG00000143653	extra_triplet_right_after_orf	2503	2500	3	1664	1663	True	TAA	True
ENSG00000143674	extra_triplet_right_after_orf	5809	5806	3	3370	3369	True	TAA	True
ENSG00000143702	extra_triplet_right_after_orf	6828	6825	3	4805	4804	True	TGA	True
ENSG00000143727	extra_triplet_right_after_orf	1552	1549	3	571	570	True	TGA	True
ENSG00000143740	extra_triplet_right_after_orf	2367	2364	3	1807	1806	True	TAG	True
ENSG00000143742	extra_triplet_right_after_orf	1480	1477	3	371	370	True	TGA	True
ENSG00000143748	extra_triplet_right_after_orf	3123	3120	3	2831	2828	True	TGA	True
ENSG00000143751	extra_triplet_right_after_orf	3975	3972	3	1373	1372	True	TGA	True
ENSG00000143753	extra_triplet_right_after_orf	2101	2098	3	1136	1135	True	TAA	True
ENSG00000143756	extra_triplet_right_after_orf	5451	5448	3	1148	1147	True	TAA	True
ENSG00000143761	extra_triplet_right_after_orf	1888	1885	3	687	686	True	TGA	True
ENSG00000143768	extra_triplet_right_after_orf	1945	1942	3	1150	1149	True	TGA	True
ENSG00000143771	extra_triplet_right_after_orf	4125	4122	3	493	492	True	TGA	True
ENSG00000143772	extra_triplet_right_after_orf	6162	6159	3	3179	3178	True	TGA	True
ENSG00000143774	extra_triplet_right_after_orf	850	847	3	795	794	True	TGA	True
ENSG00000143776	extra_triplet_right_after_orf	10134	10131	3	5729	5728	True	TGA	True
ENSG00000143786	extra_triplet_right_after_orf	2558	2555	3	1363	1362	True	TAA	True
ENSG00000143793	extra_triplet_right_after_orf	1427	1424	3	1027	1024	True	TGA	True
ENSG00000143797	extra_triplet_right_after_orf	7751	7748	3	1761	1759	True	TGA	True
ENSG00000143799	extra_triplet_right_after_orf	3958	3955	3	3188	3186	True	TAA	True
ENSG00000143811	extra_triplet_right_after_orf	1689	1686	3	1110	1109	True	TAA	True
ENSG00000143815	extra_triplet_right_after_orf	3745	3742	3	1943	1941	True	TAA	True
ENSG00000143816	extra_triplet_right_after_orf	3971	3968	3	1107	1106	True	TGA	True
ENSG00000143819	extra_triplet_right_after_orf	1780	1777	3	1562	1561	True	TGA	True
ENSG00000143842	extra_triplet_right_after_orf	3587	3584	3	1977	1975	True	TGA	True
ENSG00000143845	extra_triplet_right_after_orf	2431	2428	3	1226	1224	True	TGA	True
ENSG00000143847	extra_triplet_right_after_orf	6434	6431	3	4086	4085	True	TAG	True
ENSG00000143850	extra_triplet_right_after_orf	5091	5088	3	3522	3521	True	TGA	True
ENSG00000143851	extra_triplet_right_after_orf	3765	3762	3	2170	2169	True	TGA	True
ENSG00000143858	extra_triplet_right_after_orf	7614	7611	3	1451	1450	True	TAG	True
ENSG00000143862	extra_triplet_right_after_orf	1793	1790	3	728	727	True	TGA	True
ENSG00000143869	extra_triplet_right_after_orf	9749	9746	3	1927	1926	True	TAG	True
ENSG00000143870	extra_triplet_right_after_orf	2682	2679	3	1815	1814	True	TGA	True
ENSG00000143878	extra_triplet_right_after_orf	2372	2369	3	981	980	True	TGA	True
ENSG00000143882	extra_triplet_right_after_orf	1578	1575	3	1390	1389	True	TAG	True
ENSG00000143889	extra_triplet_right_after_orf	4173	4170	3	1967	1966	True	TAA	True
ENSG00000143891	extra_triplet_right_after_orf	2484	2481	3	1279	1278	True	TAA	True
ENSG00000143919	extra_triplet_right_after_orf	1495	1492	3	1014	1013	True	TAG	True
ENSG00000143924	extra_triplet_right_after_orf	3797	3794	3	3128	3127	True	TAA	True
ENSG00000143933	extra_triplet_right_after_orf	770	767	3	731	730	True	TGA	True
ENSG00000143942	extra_triplet_right_after_orf	1321	1318	3	649	647	True	TAA	True
ENSG00000143947	extra_triplet_right_after_orf	1071	1068	3	793	792	True	TAA	True
ENSG00000143951	extra_triplet_right_after_orf	3392	3389	3	2767	2766	True	TAA	True
ENSG00000143952	extra_triplet_right_after_orf	3463	3460	3	3089	3086	True	TGA	True
ENSG00000143971	extra_triplet_right_after_orf	3418	3415	3	2910	2908	True	TAA	True
ENSG00000143977	extra_triplet_right_after_orf	527	524	3	353	350	True	TAA	True
ENSG00000143994	extra_triplet_right_after_orf	1400	1397	3	1330	1329	True	TGA	True
ENSG00000143995	extra_triplet_right_after_orf	3530	3527	3	1728	1727	True	TAG	True
ENSG00000144021	extra_triplet_right_after_orf	1533	1530	3	1237	1236	True	TGA	True
ENSG00000144026	extra_triplet_right_after_orf	3011	3008	3	1664	1663	True	TAA	True
ENSG00000144028	extra_triplet_right_after_orf	7165	7162	3	6487	6486	True	TGA	True
ENSG00000144029	extra_triplet_right_after_orf	1652	1649	3	1500	1499	True	TAA	True
ENSG00000144031	extra_triplet_right_after_orf	1666	1663	3	1625	1624	True	TAA	True
ENSG00000144034	extra_triplet_right_after_orf	819	816	3	764	763	True	TGA	True
ENSG00000144036	extra_triplet_right_after_orf	2583	2580	3	2555	2554	True	TGA	True
ENSG00000144040	extra_triplet_right_after_orf	4140	4137	3	1152	1151	True	TGA	True
ENSG00000144043	extra_triplet_right_after_orf	3441	3438	3	777	776	True	TGA	True
ENSG00000144048	extra_triplet_right_after_orf	1653	1650	3	1175	1173	True	TGA	True
ENSG00000144061	extra_triplet_right_after_orf	3756	3753	3	2274	2273	True	TGA	True
ENSG00000144063	extra_triplet_right_after_orf	3061	3058	3	1236	1233	True	TGA	True
ENSG00000144115	extra_triplet_right_after_orf	3649	3646	3	3144	3143	True	TAG	True
ENSG00000144118	extra_triplet_right_after_orf	2344	2341	3	889	888	True	TGA	True
ENSG00000144120	extra_triplet_right_after_orf	1738	1735	3	1409	1406	True	TGA	True
ENSG00000144134	extra_triplet_right_after_orf	2282	2279	3	1017	1016	True	TGA	True
ENSG00000144136	extra_triplet_right_after_orf	3381	3378	3	2577	2576	True	TGA	True
ENSG00000144152	extra_triplet_right_after_orf	2301	2298	3	1589	1588	True	TGA	True
ENSG00000144161	extra_triplet_right_after_orf	1527	1524	3	936	935	True	TAG	True
ENSG00000144182	extra_triplet_right_after_orf	1424	1421	3	1345	1343	True	TGA	True
ENSG00000144199	extra_triplet_right_after_orf	1388	1385	3	1216	1213	True	TGA	True
ENSG00000144214	extra_triplet_right_after_orf	990	987	3	833	832	True	TAA	True
ENSG00000144218	extra_triplet_right_after_orf	4342	4339	3	3987	3986	True	TAG	True
ENSG00000144224	extra_triplet_right_after_orf	4006	4003	3	1837	1835	True	TAG	True
ENSG00000144228	extra_triplet_right_after_orf	6025	6022	3	1556	1555	True	TGA	True
ENSG00000144231	extra_triplet_right_after_orf	5042	5039	3	485	483	True	TAA	True
ENSG00000144233	extra_triplet_right_after_orf	4658	4655	3	1192	1191	True	TGA	True
ENSG00000144283	extra_triplet_right_after_orf	3856	3853	3	3752	3751	True	TGA	True
ENSG00000144306	extra_triplet_right_after_orf	1553	1550	3	1339	1336	True	TAA	True
ENSG00000144320	extra_triplet_right_after_orf	7647	7644	3	1577	1574	True	TAG	True
ENSG00000144331	extra_triplet_right_after_orf	3288	3285	3	2018	2017	True	TAA	True
ENSG00000144354	extra_triplet_right_after_orf	2789	2786	3	1456	1453	True	TAA	True
ENSG00000144355	extra_triplet_right_after_orf	2640	2637	3	1218	1217	True	TGA	True
ENSG00000144357	extra_triplet_right_after_orf	8005	8002	3	5715	5714	True	TGA	True
ENSG00000144362	extra_triplet_right_after_orf	1125	1122	3	1114	1111	True	TAA	True
ENSG00000144366	extra_triplet_right_after_orf	3347	3344	3	1425	1424	True	TGA	True
ENSG00000144369	extra_triplet_right_after_orf	5826	5823	3	2682	2681	True	TAA	True
ENSG00000144381	extra_triplet_right_after_orf	2455	2452	3	1988	1987	True	TAA	True
ENSG00000144395	extra_triplet_right_after_orf	3685	3682	3	3441	3438	True	TGA	True
ENSG00000144401	extra_triplet_right_after_orf	1210	1207	3	886	884	True	TAA	True
ENSG00000144426	extra_triplet_right_after_orf	10938	10935	3	8417	8415	True	TGA	True
ENSG00000144445	extra_triplet_right_after_orf	4754	4751	3	3226	3225	True	TGA	True
ENSG00000144451	extra_triplet_right_after_orf	2177	2174	3	1989	1988	True	TGA	True
ENSG00000144455	extra_triplet_right_after_orf	3150	3147	3	1295	1294	True	TGA	True
ENSG00000144468	extra_triplet_right_after_orf	4883	4880	3	1188	1187	True	TGA	True
ENSG00000144485	extra_triplet_right_after_orf	1454	1451	3	892	891	True	TGA	True
ENSG00000144488	extra_triplet_right_after_orf	4836	4833	3	3279	3278	True	TGA	True
ENSG00000144504	extra_triplet_right_after_orf	3228	3225	3	3039	3038	True	TGA	True
ENSG00000144524	extra_triplet_right_after_orf	2051	2048	3	945	944	True	TGA	True
ENSG00000144535	extra_triplet_right_after_orf	3501	3498	3	2932	2931	True	TGA	True
ENSG00000144554	extra_triplet_right_after_orf	5219	5216	3	4507	4506	True	TAA	True
ENSG00000144559	extra_triplet_right_after_orf	1619	1616	3	1500	1499	True	TAA	True
ENSG00000144560	extra_triplet_right_after_orf	1377	1374	3	1295	1294	True	TGA	True
ENSG00000144566	extra_triplet_right_after_orf	2536	2533	3	1182	1181	True	TAA	True
ENSG00000144567	extra_triplet_right_after_orf	4618	4615	3	1766	1765	True	TGA	True
ENSG00000144580	extra_triplet_right_after_orf	1621	1618	3	1370	1368	True	TGA	True
ENSG00000144589	extra_triplet_right_after_orf	3601	3598	3	3341	3340	True	TGA	True
ENSG00000144591	extra_triplet_right_after_orf	1630	1627	3	1491	1490	True	TGA	True
ENSG00000144597	extra_triplet_right_after_orf	4690	4687	3	1231	1229	True	TAG	True
ENSG00000144635	extra_triplet_right_after_orf	2504	2501	3	1674	1673	True	TGA	True
ENSG00000144642	extra_triplet_right_after_orf	1864	1861	3	1648	1647	True	TAA	True
ENSG00000144645	extra_triplet_right_after_orf	6600	6597	3	2418	2415	True	TGA	True
ENSG00000144647	extra_triplet_right_after_orf	2531	2528	3	2072	2071	True	TAG	True
ENSG00000144655	extra_triplet_right_after_orf	3148	3145	3	1946	1945	True	TGA	True
ENSG00000144659	extra_triplet_right_after_orf	2123	2120	3	1290	1289	True	TGA	True
ENSG00000144674	extra_triplet_right_after_orf	7673	7670	3	7029	7028	True	TGA	True
ENSG00000144677	extra_triplet_right_after_orf	4459	4456	3	855	854	True	TAG	True
ENSG00000144681	extra_triplet_right_after_orf	3227	3224	3	1508	1506	True	TGA	True
ENSG00000144711	extra_triplet_right_after_orf	3582	3579	3	3446	3445	True	TAG	True
ENSG00000144712	extra_triplet_right_after_orf	4573	4570	3	3751	3749	True	TAG	True
ENSG00000144713	extra_triplet_right_after_orf	567	564	3	518	517	True	TAG	True
ENSG00000144724	extra_triplet_right_after_orf	9021	9018	3	4713	4712	True	TGA	True
ENSG00000144730	extra_triplet_right_after_orf	8720	8717	3	2307	2306	True	TAA	True
ENSG00000144736	extra_triplet_right_after_orf	2879	2876	3	1872	1871	True	TGA	True
ENSG00000144741	extra_triplet_right_after_orf	2673	2670	3	1551	1550	True	TGA	True
ENSG00000144744	extra_triplet_right_after_orf	2154	2151	3	1445	1444	True	TAA	True
ENSG00000144746	extra_triplet_right_after_orf	2101	2098	3	669	668	True	TAA	True
ENSG00000144747	extra_triplet_right_after_orf	6849	6846	3	3497	3496	True	TAA	True
ENSG00000144749	extra_triplet_right_after_orf	5273	5270	3	3805	3804	True	TAG	True
ENSG00000144791	extra_triplet_right_after_orf	11331	11328	3	2050	2049	True	TAG	True
ENSG00000144802	extra_triplet_right_after_orf	3923	3920	3	2270	2269	True	TAG	True
ENSG00000144815	extra_triplet_right_after_orf	8152	8149	3	1875	1874	True	TAG	True
ENSG00000144824	extra_triplet_right_after_orf	6127	6124	3	4172	4170	True	TAG	True
ENSG00000144827	extra_triplet_right_after_orf	2590	2587	3	948	945	True	TAG	True
ENSG00000144834	extra_triplet_right_after_orf	1177	1174	3	911	909	True	TAG	True
ENSG00000144837	extra_triplet_right_after_orf	1786	1783	3	1442	1440	True	TAG	True
ENSG00000144840	extra_triplet_right_after_orf	3883	3880	3	739	738	True	TGA	True
ENSG00000144843	extra_triplet_right_after_orf	4546	4543	3	2477	2476	True	TAG	True
ENSG00000144847	extra_triplet_right_after_orf	3495	3492	3	1600	1599	True	TAG	True
ENSG00000144848	extra_triplet_right_after_orf	1570	1567	3	1379	1377	True	TAA	True
ENSG00000144852	extra_triplet_right_after_orf	2743	2740	3	1468	1467	True	TGA	True
ENSG00000144857	extra_triplet_right_after_orf	4276	4273	3	3685	3684	True	TAG	True
ENSG00000144867	extra_triplet_right_after_orf	2827	2824	3	1099	1098	True	TGA	True
ENSG00000144868	extra_triplet_right_after_orf	3744	3741	3	1936	1935	True	TAA	True
ENSG00000144893	extra_triplet_right_after_orf	10744	10741	3	6474	6473	True	TGA	True
ENSG00000144895	extra_triplet_right_after_orf	2198	2195	3	1865	1864	True	TAA	True
ENSG00000144908	extra_triplet_right_after_orf	3179	3176	3	2955	2954	True	TGA	True
ENSG00000144909	extra_triplet_right_after_orf	4191	4188	3	2532	2531	True	TGA	True
ENSG00000144935	extra_triplet_right_after_orf	3061	3058	3	2866	2865	True	TAA	True
ENSG00000144959	extra_triplet_right_after_orf	4315	4312	3	1483	1482	True	TAA	True
ENSG00000145014	extra_triplet_right_after_orf	2490	2487	3	1632	1631	True	TAA	True
ENSG00000145020	extra_triplet_right_after_orf	2276	2273	3	1513	1512	True	TGA	True
ENSG00000145022	extra_triplet_right_after_orf	2146	2143	3	531	530	True	TAA	True
ENSG00000145029	extra_triplet_right_after_orf	2616	2613	3	727	726	True	TGA	True
ENSG00000145040	extra_triplet_right_after_orf	1481	1478	3	420	419	True	TGA	True
ENSG00000145041	extra_triplet_right_after_orf	5946	5943	3	4652	4651	True	TGA	True
ENSG00000145050	extra_triplet_right_after_orf	1153	1150	3	844	842	True	TAG	True
ENSG00000145087	extra_triplet_right_after_orf	9496	9493	3	3830	3829	True	TGA	True
ENSG00000145088	extra_triplet_right_after_orf	960	957	3	839	838	True	TAA	True
ENSG00000145103	extra_triplet_right_after_orf	2226	2223	3	1767	1765	True	TAG	True
ENSG00000145107	extra_triplet_right_after_orf	1582	1579	3	1025	1023	True	TGA	True
ENSG00000145147	extra_triplet_right_after_orf	5132	5129	3	4853	4852	True	TAA	True
ENSG00000145191	extra_triplet_right_after_orf	2655	2652	3	2286	2285	True	TGA	True
ENSG00000145198	extra_triplet_right_after_orf	4120	4117	3	3827	3826	True	TGA	True
ENSG00000145214	extra_triplet_right_after_orf	4636	4633	3	2901	2900	True	TAG	True
ENSG00000145216	extra_triplet_right_after_orf	2198	2195	3	1977	1976	True	TAG	True
ENSG00000145217	extra_triplet_right_after_orf	3660	3657	3	2482	2481	True	TAG	True
ENSG00000145220	extra_triplet_right_after_orf	1569	1566	3	1379	1378	True	TGA	True
ENSG00000145241	extra_triplet_right_after_orf	6940	6937	3	3081	3080	True	TGA	True
ENSG00000145242	extra_triplet_right_after_orf	8421	8418	3	3868	3867	True	TAA	True
ENSG00000145246	extra_triplet_right_after_orf	6655	6652	3	4548	4547	True	TAG	True
ENSG00000145247	extra_triplet_right_after_orf	1163	1160	3	696	695	True	TAA	True
ENSG00000145248	extra_triplet_right_after_orf	1790	1787	3	1531	1530	True	TAA	True
ENSG00000145284	extra_triplet_right_after_orf	3101	3098	3	1311	1310	True	TGA	True
ENSG00000145287	extra_triplet_right_after_orf	2253	2250	3	425	424	True	TAA	True
ENSG00000145293	extra_triplet_right_after_orf	2025	2022	3	1052	1051	True	TAG	True
ENSG00000145331	extra_triplet_right_after_orf	3516	3513	3	1136	1134	True	TAA	True
ENSG00000145332	extra_triplet_right_after_orf	5621	5618	3	2204	2202	True	TGA	True
ENSG00000145335	extra_triplet_right_after_orf	3041	3038	3	510	509	True	TAA	True
ENSG00000145337	extra_triplet_right_after_orf	1361	1358	3	457	455	True	TAG	True
ENSG00000145348	extra_triplet_right_after_orf	8101	8098	3	3128	3127	True	TGA	True
ENSG00000145349	extra_triplet_right_after_orf	2210	2207	3	1750	1749	True	TAA	True
ENSG00000145354	extra_triplet_right_after_orf	808	805	3	489	479	True	TAA	True
ENSG00000145358	extra_triplet_right_after_orf	2604	2601	3	795	794	True	TAA	True
ENSG00000145365	extra_triplet_right_after_orf	4157	4154	3	835	834	True	TGA	True
ENSG00000145375	extra_triplet_right_after_orf	8137	8134	3	2749	2748	True	TGA	True
ENSG00000145386	extra_triplet_right_after_orf	2797	2794	3	1601	1600	True	TAA	True
ENSG00000145388	extra_triplet_right_after_orf	6669	6666	3	1537	1535	True	TAA	True
ENSG00000145390	extra_triplet_right_after_orf	6072	6069	3	3764	3763	True	TAG	True
ENSG00000145391	extra_triplet_right_after_orf	7365	7362	3	1736	1735	True	TGA	True
ENSG00000145414	extra_triplet_right_after_orf	1907	1904	3	1677	1676	True	TAG	True
ENSG00000145425	extra_triplet_right_after_orf	934	931	3	873	872	True	TAA	True
ENSG00000145431	extra_triplet_right_after_orf	4165	4162	3	1527	1526	True	TAG	True
ENSG00000145439	extra_triplet_right_after_orf	3443	3440	3	882	880	True	TAA	True
ENSG00000145476	extra_triplet_right_after_orf	2042	2039	3	1880	1879	True	TAA	True
ENSG00000145491	extra_triplet_right_after_orf	1066	1063	3	985	982	True	TAA	True
ENSG00000145495	extra_triplet_right_after_orf	9569	9566	3	2863	2862	True	TAA	True
ENSG00000145506	extra_triplet_right_after_orf	2155	2152	3	1583	1582	True	TAG	True
ENSG00000145536	extra_triplet_right_after_orf	4979	4976	3	3811	3810	True	TGA	True
ENSG00000145545	extra_triplet_right_after_orf	7132	7129	3	1012	1011	True	TAA	True
ENSG00000145555	extra_triplet_right_after_orf	11456	11453	3	6676	6675	True	TGA	True
ENSG00000145592	extra_triplet_right_after_orf	7686	7683	3	442	441	True	TAA	True
ENSG00000145604	extra_triplet_right_after_orf	1589	1586	3	1446	1445	True	TGA	True
ENSG00000145623	extra_triplet_right_after_orf	5539	5536	3	3340	3339	True	TAA	True
ENSG00000145632	extra_triplet_right_after_orf	2960	2957	3	2357	2356	True	TGA	True
ENSG00000145675	extra_triplet_right_after_orf	7011	7008	3	2789	2788	True	TGA	True
ENSG00000145685	extra_triplet_right_after_orf	4680	4677	3	997	995	True	TAG	True
ENSG00000145687	extra_triplet_right_after_orf	4465	4462	3	1320	1318	True	TGA	True
ENSG00000145703	extra_triplet_right_after_orf	5844	5841	3	5023	5022	True	TGA	True
ENSG00000145715	extra_triplet_right_after_orf	3752	3749	3	3706	3705	True	TAG	True
ENSG00000145723	extra_triplet_right_after_orf	3229	3226	3	1664	1661	True	TAG	True
ENSG00000145725	extra_triplet_right_after_orf	6010	6007	3	4119	4118	True	TGA	True
ENSG00000145730	extra_triplet_right_after_orf	3156	3153	3	3109	3108	True	TGA	True
ENSG00000145734	extra_triplet_right_after_orf	11073	11070	3	8136	8135	True	TAA	True
ENSG00000145736	extra_triplet_right_after_orf	4336	4333	3	1328	1326	True	TGA	True
ENSG00000145740	extra_triplet_right_after_orf	4360	4357	3	2906	2905	True	TGA	True
ENSG00000145741	extra_triplet_right_after_orf	1237	1234	3	838	837	True	TGA	True
ENSG00000145743	extra_triplet_right_after_orf	5188	5185	3	2511	2510	True	TAG	True
ENSG00000145777	extra_triplet_right_after_orf	736	733	3	677	676	True	TAA	True
ENSG00000145779	extra_triplet_right_after_orf	1385	1382	3	1021	1020	True	TGA	True
ENSG00000145780	extra_triplet_right_after_orf	5816	5813	3	2415	2413	True	TGA	True
ENSG00000145781	extra_triplet_right_after_orf	1469	1466	3	671	668	True	TGA	True
ENSG00000145782	extra_triplet_right_after_orf	4333	4330	3	727	726	True	TGA	True
ENSG00000145808	extra_triplet_right_after_orf	5234	5231	3	3767	3766	True	TGA	True
ENSG00000145817	extra_triplet_right_after_orf	3147	3144	3	907	906	True	TGA	True
ENSG00000145819	extra_triplet_right_after_orf	6862	6859	3	2821	2820	True	TAA	True
ENSG00000145833	extra_triplet_right_after_orf	5689	5686	3	3255	3254	True	TAG	True
ENSG00000145860	extra_triplet_right_after_orf	2603	2600	3	2230	2229	True	TAG	True
ENSG00000145868	extra_triplet_right_after_orf	4424	4421	3	3734	3732	True	TAA	True
ENSG00000145882	extra_triplet_right_after_orf	2546	2543	3	1545	1544	True	TGA	True
ENSG00000145901	extra_triplet_right_after_orf	2785	2782	3	2019	2018	True	TGA	True
ENSG00000145907	extra_triplet_right_after_orf	10240	10237	3	1544	1543	True	TGA	True
ENSG00000145908	extra_triplet_right_after_orf	3323	3320	3	2290	2288	True	TAA	True
ENSG00000145911	extra_triplet_right_after_orf	6080	6077	3	1992	1991	True	TGA	True
ENSG00000145912	extra_triplet_right_after_orf	865	862	3	610	609	True	TGA	True
ENSG00000145916	extra_triplet_right_after_orf	4066	4063	3	1532	1530	True	TGA	True
ENSG00000145919	extra_triplet_right_after_orf	1562	1559	3	780	779	True	TAA	True
ENSG00000145920	extra_triplet_right_after_orf	5023	5020	3	1046	1045	True	TAA	True
ENSG00000145936	extra_triplet_right_after_orf	5052	5049	3	1017	1016	True	TAG	True
ENSG00000145945	extra_triplet_right_after_orf	1932	1929	3	1402	1401	True	TAA	True
ENSG00000145979	extra_triplet_right_after_orf	2229	2226	3	894	893	True	TGA	True
ENSG00000145982	extra_triplet_right_after_orf	1663	1660	3	1512	1509	True	TGA	True
ENSG00000145990	extra_triplet_right_after_orf	8751	8748	3	1836	1835	True	TAG	True
ENSG00000145996	extra_triplet_right_after_orf	3272	3269	3	1905	1904	True	TAG	True
ENSG00000146007	extra_triplet_right_after_orf	1647	1644	3	725	724	True	TGA	True
ENSG00000146021	extra_triplet_right_after_orf	6806	6803	3	2206	2205	True	TGA	True
ENSG00000146038	extra_triplet_right_after_orf	4707	4704	3	1731	1730	True	TAG	True
ENSG00000146054	extra_triplet_right_after_orf	2840	2837	3	1596	1595	True	TGA	True
ENSG00000146063	extra_triplet_right_after_orf	3637	3634	3	2602	2600	True	TGA	True
ENSG00000146066	extra_triplet_right_after_orf	668	665	3	392	391	True	TAA	True
ENSG00000146067	extra_triplet_right_after_orf	2913	2910	3	2516	2515	True	TGA	True
ENSG00000146070	extra_triplet_right_after_orf	1882	1879	3	1521	1520	True	TAG	True
ENSG00000146072	extra_triplet_right_after_orf	3595	3592	3	2360	2359	True	TAG	True
ENSG00000146083	extra_triplet_right_after_orf	4155	4152	3	1822	1821	True	TGA	True
ENSG00000146085	extra_triplet_right_after_orf	3749	3746	3	2381	2378	True	TAA	True
ENSG00000146090	extra_triplet_right_after_orf	2243	2240	3	1531	1530	True	TGA	True
ENSG00000146109	extra_triplet_right_after_orf	2949	2946	3	848	847	True	TGA	True
ENSG00000146112	extra_triplet_right_after_orf	4599	4596	3	3717	3716	True	TGA	True
ENSG00000146122	extra_triplet_right_after_orf	3871	3868	3	3456	3455	True	TGA	True
ENSG00000146143	extra_triplet_right_after_orf	2308	2305	3	1615	1614	True	TAG	True
ENSG00000146192	extra_triplet_right_after_orf	3046	3043	3	2137	2136	True	TGA	True
ENSG00000146205	extra_triplet_right_after_orf	4128	4125	3	2903	2902	True	TGA	True
ENSG00000146221	extra_triplet_right_after_orf	3067	3064	3	1627	1626	True	TAA	True
ENSG00000146223	extra_triplet_right_after_orf	4476	4473	3	1042	1041	True	TAG	True
ENSG00000146232	extra_triplet_right_after_orf	2581	2578	3	1526	1525	True	TGA	True
ENSG00000146233	extra_triplet_right_after_orf	2176	2173	3	1612	1611	True	TGA	True
ENSG00000146242	extra_triplet_right_after_orf	6484	6481	3	1878	1877	True	TGA	True
ENSG00000146243	extra_triplet_right_after_orf	5656	5653	3	886	885	True	TGA	True
ENSG00000146247	extra_triplet_right_after_orf	10460	10457	3	5632	5631	True	TAA	True
ENSG00000146250	extra_triplet_right_after_orf	2440	2437	3	1417	1416	True	TAA	True
ENSG00000146263	extra_triplet_right_after_orf	8643	8640	3	3998	3995	True	TAA	True
ENSG00000146267	extra_triplet_right_after_orf	11508	11505	3	1511	1510	True	TGA	True
ENSG00000146278	extra_triplet_right_after_orf	2065	2062	3	1099	1098	True	TAG	True
ENSG00000146281	extra_triplet_right_after_orf	4708	4705	3	1404	1403	True	TAA	True
ENSG00000146282	extra_triplet_right_after_orf	1818	1815	3	1782	1780	True	TAA	True
ENSG00000146352	extra_triplet_right_after_orf	11485	11482	3	2320	2316	True	TAA	True
ENSG00000146360	extra_triplet_right_after_orf	1945	1942	3	1426	1425	True	TGA	True
ENSG00000146376	extra_triplet_right_after_orf	4462	4459	3	2079	2078	True	TAG	True
ENSG00000146386	extra_triplet_right_after_orf	845	842	3	445	443	True	TAA	True
ENSG00000146409	extra_triplet_right_after_orf	2368	2365	3	1467	1465	True	TAG	True
ENSG00000146410	extra_triplet_right_after_orf	1524	1521	3	1271	1270	True	TAA	True
